구,법정동,상세업무구분명,사업장명,위도,경도
강남구,청담동,동물병원,굿모닝동물병원,37.51820995,127.0422923
동작구,사당동,동물병원,굿파파 24시 반려동물건강검진센터,37.48481923,126.9767384
동작구,사당동,애견미용,굿파파24시 반려동물 건강검진센터,37.48481923,126.9767384
동작구,사당동,애견미용,귀엽개,37.49098119,126.9781942
은평구,구산동,애견미용,그 남자의 grooming # 공간,37.61388094,126.9054698
동대문구,답십리,애견미용,그랜드 동물병원,37.5726603,127.054747
동대문구,답십리,동물병원,그랜드동물병원,37.5718044,127.0542115
구로구,구로동,펫택시,그랫,37.48242282,126.8941398
강남구,청담동,애견미용,그레이닝 Graining,37.52241935,127.0476461
강남구,청담동,펫호텔,그레이닝 킨더가든,37.52289748,127.0499851
강남구,논현동,동물병원,그레이스 동물병원,37.51060426,127.0213094
강남구,논현동,애견미용,그레이스펫그루밍스튜디오,37.52131926,127.0342641
강서구,화곡동,애견미용,그로잉독,37.54450967,126.8335744
도봉구,도봉동,애견미용,그루머웅,37.68015353,127.044118
서대문구,북가좌,애견미용,그루미송,37.58124069,126.9080489
송파구,삼전동,애견미용,그루밍 1050,37.50466091,127.0904139
송파구,잠실동,애견미용,그루밍 멈머,37.5121057,127.0812978
동대문구,답십리,애견미용,그루밍 플래너,37.57178937,127.053325
강남구,삼성동,애견미용,그루밍박스,37.51281587,127.0477965
송파구,장지동,애견미용,그루밍부스,37.48180288,127.1267434
강서구,등촌동,애견미용,그루밍살롱,37.55751252,126.856812
동대문구,장안동,애견미용,그루밍살롱 마루네,37.5651081,127.0686064
성북구,석관동,애견미용,그루밍솔,37.60713128,127.0600492
강남구,신사동,애견미용,그루밍캣 압구정점,37.52456181,127.0231694
동대문구,용두동,애견미용,그린 동물병원,37.57718451,127.0328314
노원구,상계동,동물병원,그린동물병원,37.66145743,127.0565054
영등포구,당산동,동물병원,그림책 읽어주는 동물병원,37.52785309,126.895542
용산구,이촌동,동물병원,금강동물병원,37.51789534,126.9771503
구로구,오류동,동물병원,금강종합동물병원,37.49536887,126.840039
금천구,독산동,동물병원,금나래동물병원,37.45823977,126.8912864
중랑구,망우동,동물병원,금란동물병원,37.59845015,127.0977068
중랑구,망우동,애견미용,금란동물애견,37.59845015,127.0977068
구로구,천왕동,애견미용,금이네 펫#,37.48500718,126.8390631
은평구,불광동,애견미용,금지옥엽,37.62721944,126.917177
은평구,갈현동,애견미용,금쪽같은 내새끼 동물병원,37.61535853,126.9149373
양천구,목동,애견미용,금쪽같은강아지,37.53939452,126.8637877
은평구,갈현동,동물병원,금쪽같은내새끼 동물병원,37.61535853,126.9149373
금천구,시흥동,동물병원,금천 24시 K동물의료센터,37.45611832,126.8966447
금천구,시흥동,애견미용,금천24시 K동물의료센터,37.45611832,126.8966447
금천구,독산동,동물병원,금천동물병원,37.46392045,126.9005854
금천구,독산동,애견미용,금천종합동물병원,37.46392045,126.9005854
성동구,금호동,동물병원,금호동물병원,37.55129242,127.0216514
성동구,마장동,동물병원,기린동물병원,37.56569153,127.039886
성북구,길음동,동물병원,길음동물병원,37.60277266,127.0208859
강동구,길동,동물병원,길종합동물병원,37.53512529,127.141252
구로구,오류동,펫택시,김가연펫택시,37.4930819,126.8449606
광진구,중곡동,애견미용,김고은그루밍#,37.56225726,127.0765358
서대문구,홍제동,펫택시,김동일 펫택시,37.59796617,126.944748
도봉구,도봉동,동물병원,김미경 동물병원,37.66941897,127.0436093
송파구,오금동,동물병원,김민재동물병원,37.50369066,127.1357991
광진구,자양동,애견미용,김언니 펫살롱,37.53072898,127.0715688
송파구,송파동,펫택시,김영중 펫택시,37.50014036,127.1141385
은평구,갈현동,애견미용,김정복 동물병원,37.62138005,126.9166782
은평구,갈현동,동물병원,김정복동물병원,37.62138005,126.9166782
성북구,돈암동,펫택시,김지용펫택시,37.59480783,127.0074286
강동구,둔촌동,애견미용,김태화 동물병원,37.53396124,127.1403385
강동구,둔촌동,동물병원,김태화동물병원,37.53396124,127.1403385
중랑구,신내동,애견미용,까까줄개,37.61363236,127.0922475
동대문구,답십리,펫호텔,까네지노,37.56881341,127.0539706
강남구,신사동,펫호텔,까르텔,37.52025029,127.0172985
서대문구,홍제동,애견미용,까페 곳,37.58483404,126.9335302
강동구,명일동,펫호텔,깐쵸네 애견서비스,37.5483332,127.1498751
중랑구,면목동,애견미용,깔끔하개,37.57995306,127.0835388
동작구,상도동,애견미용,꼬리치는 강아지,37.49974223,126.9299644
중랑구,중화동,애견미용,꼬마애견,37.60139545,127.0744764
강서구,마곡동,애견미용,꼬망스 펫 살롱,37.56318077,126.8211723
서초구,양재동,애견미용,꼬몽드,37.47572409,127.0348774
금천구,시흥동,애견미용,꼬미펫,37.46194379,126.9013956
노원구,상계동,애견미용,꽃개미용실,37.66206685,127.0654625
서초구,서초동,애견미용,꽃길걷개,37.48390971,127.0090289
동대문구,장안동,애견미용,꽃길만 걷개,37.56796255,127.0709513
은평구,증산동,애견미용,꽃길만 걷장,37.58219013,126.9025988
영등포구,영등포,애견미용,꽃단장 애견미용실,37.52449697,126.9047832
강서구,화곡동,애견미용,꽃보다 강쥐,37.52913889,126.8383563
강북구,수유동,애견미용,꽃보다 개,37.64386606,127.0180812
광진구,중곡동,애견미용,꿀강아지 테리하우스,37.56150709,127.0768844
구로구,궁동,애견미용,꿈꾸는 강아지,37.49501336,126.8278691
강서구,등촌동,펫택시,꿈꾸는 고양이,37.54572369,126.8586493
서초구,반포동,동물병원,꿈꾸는 동물병원,37.50295328,127.0091736
성동구,성수동,애견미용,꿈꾸는강아지,37.54854515,127.0457028
서초구,반포동,애견미용,꿈꾸는동물병원,37.50295328,127.0091736
강북구,수유동,애견미용,꿈냥꿈냥,37.63890435,127.0220119
강남구,역삼동,애견미용,꿈에 개린,37.49133229,127.0322071
송파구,잠실동,동물병원,꿈이크는 동물병원,37.5068782,127.0771035
강남구,개포동,애견미용,나나리펫하우스,37.47644343,127.0434286
종로구,숭인동,애견미용,나나애견미용,37.57648203,127.0128297
노원구,중계동,애견미용,나나펫,37.65130214,127.0789939
노원구,중계동,애견미용,나나펫(NaNaPet),37.65288463,127.0748372
관악구,봉천동,애견미용,나눔동물병원,37.47548565,126.9639544
강북구,수유동,애견미용,나라 앤 송이 애견샵,37.64302928,127.0244227
광진구,군자동,동물병원,나래동물병원,37.55534973,127.0752637
성북구,동소문,동물병원,나래종합동물병원,37.5913966,127.0100821
광진구,광장동,동물병원,나루동물병원,37.54317961,127.096672
구로구,구로동,애견미용,나리펫살롱,37.49555395,126.8886116
동작구,흑석동,동물병원,나무동물병원,37.50659834,126.9635876
동작구,흑석동,애견미용,나밍밍 강아지네,37.50666623,126.9592982
금천구,가산동,동물병원,나비셀 동물의료센터,37.47678697,126.8777175
노원구,상계동,동물병원,나우동물의료센터,37.67440219,127.0527246
강남구,개포동,동물병원,나은동물병원,37.47916663,127.0462411
동작구,사당동,동물병원,나을동물병원,37.484929,126.9670035
마포구,연남동,애견미용,나의 강아지에게,37.56279743,126.9200985
성동구,성수동,애견미용,나인페츠,37.54578253,127.0395886
마포구,공덕동,동물병원,날으는 동물병원,37.54892726,126.949276
용산구,후암동,동물병원,남산동물병원,37.55049862,126.9742153
서초구,방배동,동물병원,남서울동물병원,37.49243884,126.9887637
서초구,방배동,펫호텔,남서울펫호텔,37.49195041,126.9888063
서초구,방배동,동물병원,내방동물병원,37.48746444,126.9912375
중랑구,신내동,애견미용,내안에너있DOG,37.61279613,127.0972103
강서구,화곡동,애견미용,내야내야 똥강아지,37.53078328,126.8492621
서초구,서초동,애견미용,내품에 강아지,37.488046,127.0276718
강동구,성내동,애견미용,내품에동물병원,37.53444419,127.132735
강서구,화곡동,애견미용,"냉큼, 오레오",37.55283367,126.8501896
강남구,신사동,펫호텔,냥글냥글,37.52234164,127.0229257
강동구,강일동,펫카페,냥냥하우스,37.56587581,127.1704325
광진구,자양동,펫카페,냥이네 하우스,37.53947297,127.0668587
영등포구,양평동,펫택시,냥이야 가자,37.54120083,126.8877709
금천구,시흥동,애견미용,냥카페 묘연,37.4474012,126.9000468
양천구,목동,애견미용,냥플레이스,37.53619516,126.8645396
양천구,신월동,애견미용,너.애.개,37.52130103,126.8368245
양천구,신정동,애견미용,너와함개,37.51979478,126.8495749
양천구,신월동,애견미용,네발로오시개,37.51770784,126.8391161
성북구,하월곡,동물병원,넬 동물의료센터,37.60880694,127.0328919
성북구,하월곡,애견미용,넬동물의료센터,37.60880694,127.0328919
강동구,천호동,애견미용,노랑강아지,37.53902257,127.1275374
광진구,자양동,동물병원,노룬산동물병원,37.53688769,127.0588882
강서구,화곡동,펫호텔,노블도그,37.54682236,126.8328761
서초구,방배동,애견미용,노아네,37.4851964,126.9825963
송파구,거여동,동물병원,노아동물병원,37.49299376,127.1410093
노원구,상계동,동물병원,노원 바른 동물의료센터,37.67106109,127.0535445
노원구,상계동,애견미용,노원 바른동물의료센터,37.67106109,127.0535445
노원구,상계동,애견미용,노원24시N동물병원,37.65317734,127.0652354
송파구,가락동,애견미용,노크노크 강아지미용실,37.49733267,127.11705
은평구,녹번동,동물병원,녹번동물병원,37.60808984,126.9288514
강남구,논현동,동물병원,논현동물병원,37.50750335,127.0239176
강남구,논현동,애견미용,논현애견샾,37.50750335,127.0239176
강서구,화곡동,펫호텔,놀러오개,37.54270843,126.8410468
강남구,청담동,동물병원,놀로동물행동클리닉,37.51944081,127.04614
금천구,독산동,펫호텔,놀면뭐하개,37.47982445,126.9023138
성북구,정릉동,펫호텔,놀펫 강아지유치원 애견호텔 서울애견유치원 성북본원,37.60006213,127.0139475
종로구,내자동,애견미용,누리봄동물병원,37.57579296,126.9681746
영등포구,영등포,동물병원,뉴욕동물병원,37.52022957,126.8988551
마포구,서교동,동물병원,뉴욕종합동물병원,37.5507525,126.9131759
동대문구,답십리,애견미용,뉴월드 동물병원,37.57083622,127.0445615
동대문구,장안동,동물병원,뉴월드동물병원,37.5696034,127.0616437
은평구,진관동,동물병원,뉴타운동물병원,37.64222158,126.9197563
강동구,명일동,동물병원,늘사랑동물병원,37.55452058,127.1404435
은평구,신사동,동물병원,늘푸른동물병원,37.59826164,126.9081185
중랑구,묵동,애견미용,니니 애견 미용실,37.61624355,127.0725814
동작구,사당동,동물병원,다나동물병원,37.48090662,126.9785766
서초구,서초동,동물병원,다니엘동물병원,37.48312469,127.0048227
마포구,창전동,애견미용,다다다펫그루밍,37.55326128,126.9296854
영등포구,당산동,펫호텔,다단,37.52486862,126.8942483
강남구,개포동,애견미용,다랑 동물병원,37.48416337,127.0649711
강남구,개포동,동물병원,다랑동물병원,37.48416337,127.0649711
강동구,천호동,애견미용,다래 동물병원,37.54585422,127.1305573
강동구,천호동,동물병원,다래동물병원,37.54585422,127.1305573
은평구,불광동,동물병원,다루동물병원,37.61237764,126.9292188
은평구,응암동,동물병원,다솜동물병원,37.58564173,126.9128168
중랑구,신내동,애견미용,다시사랑받개,37.61898651,127.1006908
영등포구,당산동,펫택시,다온 펫택시,37.53195636,126.9001748
성동구,하왕십,동물병원,다온동물병원,37.56611043,127.0247565
강남구,도곡동,애견미용,다온애견미용,37.49133392,127.035587
마포구,노고산,애견미용,다온펫샵,37.55519631,126.9304566
강남구,청담동,애견미용,다올,37.52610232,127.0486453
영등포구,신길동,동물병원,다움동물병원,37.50578125,126.90343
동작구,상도동,애견미용,"다정다감, 봄",37.50590733,126.944003
동작구,상도동,동물병원,다정다감동물병원,37.50590733,126.944003
용산구,한강로,애견미용,다줄,37.52589669,126.9647677
영등포구,신길동,애견미용,다즐링(Dazzling),37.50296342,126.9067177
중랑구,상봉동,동물병원,닥터 아이펫 동물병원,37.59722891,127.0845828
마포구,용강동,동물병원,닥터 호오 동물병원,37.54303355,126.9349903
강남구,도곡동,동물병원,닥터그레이동물병원,37.48867258,127.0492122
중랑구,면목동,동물병원,닥터멍동물병원,37.58749585,127.091236
중랑구,면목동,애견미용,닥터멍펫샵,37.58749585,127.091236
강남구,역삼동,동물병원,닥터박동물병원,37.50254985,127.0328272
노원구,월계동,동물병원,닥터스종합동물병원,37.62914963,127.0549558
중랑구,상봉동,애견미용,닥터아이펫 동물병원,37.59722891,127.0845828
송파구,석촌동,동물병원,닥터캣 고양이병원,37.50287365,127.0960966
양천구,목동,동물병원,닥터펫동물병원,37.53032777,126.8703865
강남구,삼성동,동물병원,닥터펫동물의료센터,37.51209163,127.0406099
관악구,봉천동,동물병원,닥터펫보리 특수클리닉,37.47566446,126.9558785
강동구,성내동,애견미용,닥터표 동물병원,37.53209664,127.1185764
강동구,성내동,동물병원,닥터표동물병원,37.53209664,127.1185764
마포구,용강동,애견미용,닥터호오 동물병원,37.54303355,126.9349903
성북구,종암동,애견미용,단디단디,37.5984193,127.0341118
용산구,한남동,동물병원,달래동물의료센터,37.53556505,127.0036253
서초구,잠원동,애견미용,달링그루밍(Darling Grooming),37.51435547,127.0087435
성동구,성수동,동물병원,달링동물병원,37.53882398,127.0421559
강남구,논현동,애견미용,달이네애견미용실,37.51188469,127.022602
강남구,삼성동,애견미용,담담 그루밍 샵,37.51275176,127.046956
은평구,불광동,애견미용,담은 동물병원,37.61653156,126.923796
은평구,불광동,동물병원,담은동물병원,37.61653156,126.923796
노원구,상계동,동물병원,당고개동물병원,37.67043029,127.0813494
강남구,도곡동,동물병원,대성동물약품병원,37.48425447,127.0419767
강남구,대치동,동물병원,대치동물메디컬센터,37.49941526,127.0605544
강남구,대치동,동물병원,대치성심동물병원,37.49360624,127.0568099
강남구,대치동,동물병원,대치수동물병원,37.49741795,127.0624371
성북구,장위동,동물병원,대학동물병원,37.61358722,127.0582318
종로구,명륜2,동물병원,대학로동물병원,37.58464794,126.9972997
중구,충무로,동물병원,대한동물병원,37.56206053,126.9940016
양천구,목동,동물병원,대현동물병원,37.54447517,126.8680054
강북구,수유동,동물병원,대형동물병원,37.6458821,127.0153339
강북구,우이동,애견미용,댕댕마실,37.65029677,127.0097905
중랑구,면목동,애견미용,댕댕살롱,37.58304058,127.0762043
구로구,오류동,펫호텔,댕댕스,37.48835443,126.8331244
노원구,상계동,애견미용,댕댕스토리,37.66379641,127.0710809
양천구,신정동,애견미용,댕댕이 미용실,37.52406551,126.8526709
광진구,중곡동,펫택시,댕댕이 전용차,37.55957583,127.0853962
강북구,수유동,애견미용,댕댕이 하우스,37.64695481,127.0176935
서대문구,홍제동,애견미용,댕댕이네,37.59256747,126.9436566
성동구,성수동,펫호텔,댕댕이루,37.55103891,127.0443911
은평구,녹번동,애견미용,댕댕이미용실,37.60346805,126.9221929
도봉구,창동,애견미용,댕댕이살롱,37.63736589,127.0360181
양천구,신월동,펫택시,댕댕이타요(10소 8163),37.52265869,126.8367995
양천구,신월동,펫택시,댕댕이타요(22고 0713),37.52265869,126.8367995
강북구,미아동,펫택시,댕댕카,37.61935907,127.0214117
광진구,구의동,애견미용,댕바라기,37.5412878,127.090585
강남구,논현동,펫호텔,댕브리데이,37.52160231,127.0348014
금천구,독산동,애견미용,댕이룸,37.46962508,126.8972025
성북구,정릉동,애견미용,댕츄,37.6128927,127.0075102
도봉구,창동,애견미용,더 바른펫,37.63756339,127.0371752
송파구,신천동,동물병원,더 샵 동물메디컬센터,37.51743792,127.1006873
금천구,독산동,애견미용,더 예쁘개,37.46653113,126.8999052
양천구,신정동,펫택시,더그펫 펫택시,37.5206088,126.8731347
은평구,대조동,애견미용,더독 동물병원,37.61136235,126.9147248
은평구,대조동,동물병원,더독동물병원,37.61136235,126.9147248
용산구,한남동,동물병원,더벳한남동물병원,37.53566552,126.9959355
관악구,봉천동,동물병원,더블유동물병원,37.48706346,126.9418329
금천구,시흥동,애견미용,더빛나개,37.45607295,126.895411
송파구,신천동,애견미용,더샵동물메디컬센터,37.51743792,127.1006873
노원구,상계동,동물병원,더싼 동물병원,37.65041786,127.0583754
강남구,역삼동,애견미용,더왈츠앤조이피아,37.49413412,127.0314159
은평구,구산동,애견미용,더이쁘개,37.60800899,126.9100781
금천구,시흥동,동물병원,더조은 동물의료센터,37.44951704,126.9004209
금천구,시흥동,애견미용,더조은동물의료센터,37.44951704,126.9004209
동대문구,답십리,애견미용,더케이 동물병원,37.57247267,127.0527522
동대문구,답십리,동물병원,더케이동물병원,37.57247267,127.0527522
강동구,성내동,동물병원,더파크동물의료센터,37.52853076,127.1222583
성북구,길음동,동물병원,더편한동물병원,37.61041053,127.0246663
용산구,한남동,동물병원,더힐동물의료센터,37.53469112,127.0067139
마포구,도화동,펫택시,덕구야 가자,37.54011313,126.9474575
강남구,역삼동,동물병원,도곡종합동물병원,37.49595514,127.0437671
관악구,신림동,애견미용,도그 인 시티,37.48009292,126.9280607
동대문구,제기동,애견미용,도그 하우스,37.59102624,127.0364671
은평구,응암동,애견미용,도그#,37.59024945,126.9157425
성동구,금호동,애견미용,도그마 펫살롱,37.55283807,127.019561
노원구,상계동,펫호텔,도그마루 노원점,37.6495592,127.0593829
송파구,잠실동,동물병원,도그마루 동물병원,37.50776732,127.085564
송파구,마천동,애견미용,도그멍,37.50032197,127.1491494
영등포구,양평동,애견미용,도그밍,37.54019263,126.8921702
강동구,둔촌동,애견미용,도그보니타,37.53414523,127.1436281
강서구,화곡동,애견미용,도그비잉 펫케어,37.55461459,126.8478352
도봉구,창동,애견미용,도그송,37.64599273,127.0366812
서대문구,홍은동,애견미용,도그스푼,37.59842978,126.9431653
강서구,방화동,애견미용,도그싸롱,37.57513366,126.8085753
중랑구,묵동,애견미용,도그앤스토리,37.60646746,127.0759656
동대문구,제기동,펫호텔,도그어스플래닛,37.57916299,127.0364228
노원구,상계동,애견미용,도그에이드,37.6614726,127.0699321
도봉구,창동,애견미용,도그에이드애견샵,37.64908327,127.0456501
은평구,갈현동,애견미용,도그원,37.61964088,126.9148417
은평구,갈현동,동물병원,도그원 동물의료센터,37.61964088,126.9148417
강동구,암사동,애견미용,도그팡팡,37.5515576,127.1308893
중랑구,신내동,동물병원,도그플러스 동물병원,37.61579463,127.0908732
영등포구,문래동,동물병원,도그플러스동물병원,37.51822699,126.8930341
동대문구,장안동,애견미용,도그핏애견샵,37.56350121,127.0594855
강남구,논현동,애견미용,도기도기,37.50958463,127.0239086
강북구,미아동,애견미용,도기살롱,37.62472388,127.0216387
용산구,효창동,애견미용,도기캠프,37.53926626,126.9601147
광진구,자양동,애견미용,도기파크,37.53404589,127.0773043
강동구,성내동,펫호텔,도기프렌즈,37.52525519,127.1235805
노원구,상계동,펫호텔,도니바니 애견카페,37.65664677,127.0601295
성북구,하월곡,애견미용,도담도담PET,37.60182098,127.0375551
성북구,하월곡,동물병원,도담도담동물병원,37.60182098,127.0375551
도봉구,도봉동,동물병원,도담동물병원,37.68267592,127.0426502
성동구,행당동,동물병원,도담동물병원(출장진료전문 동물병원),37.55437106,127.0299469
성북구,하월곡,애견미용,도도애견샵,37.6057321,127.0250538
은평구,응암동,애견미용,도리도리펫샵,37.59679048,126.9164522
영등포구,도림동,동물병원,도림하나동물병원,37.50900748,126.8937281
용산구,이태원,애견미용,도미네로,37.53726703,126.9851097
동작구,대방동,펫택시,도윤 펫택시,37.50551703,126.9209289
강남구,개포동,애견미용,도킹어바웃,37.4730154,127.0469791
동작구,사당동,애견미용,도토리펫샵,37.47874523,126.9761523
마포구,도화동,동물병원,도화동물병원,37.53782565,126.9443563
중랑구,신내동,펫호텔,독 블레스 유,37.60635313,127.0953329
서대문구,냉천동,동물병원,독립문동물병원,37.56909288,126.9603065
금천구,독산동,동물병원,독산온동물병원,37.46701859,126.898617
노원구,상계동,애견미용,독스미스,37.64813822,127.0546747
마포구,도화동,애견미용,독앤독,37.53942626,126.9509702
용산구,이태원,애견미용,독클래스,37.54075533,126.9929647
관악구,신림동,애견미용,독특하개,37.48688089,126.9233013
강남구,논현동,애견미용,독핏웰니스센터,37.51404661,127.0198383
마포구,합정동,펫호텔,독핏케어센터,37.54905541,126.9040051
송파구,잠실동,펫호텔,돌봄,37.51009218,127.076605
강동구,암사동,애견미용,돌봄 동물병원,37.55531088,127.1374954
강동구,암사동,동물병원,돌봄동물병원,37.55531088,127.1374954
송파구,방이동,펫호텔,돌봄앤아카데미,37.51311958,127.120016
관악구,신림동,펫택시,돌봐줄개,37.478679,126.9299266
서초구,방배동,애견미용,동건스애견카페,37.49318214,126.9833194
동대문구,전농동,애견미용,동그라미,37.57836834,127.0478088
동대문구,답십리,동물병원,동대문 루시드 동물메디컬센터,37.57012677,127.0540298
강동구,천호동,동물병원,동물병원 공감,37.54927254,127.1405458
마포구,상암동,동물병원,동물병원 닥터K,37.57633363,126.8902456
강동구,고덕동,애견미용,동물병원 베를린,37.55789412,127.1596615
은평구,불광동,동물병원,동물병원 움,37.61235074,126.9288216
강북구,수유동,동물병원,동물병원 위드,37.63480315,127.0197231
영등포구,대림동,동물병원,동물병원예지,37.49527487,126.9054479
중구,신당동,펫호텔,동물보육원,37.55179371,127.0080043
마포구,망원동,동물병원,동물사랑동물병원,37.55539062,126.907424
강동구,길동,동물병원,동물영상진단센터/나음고양이병원,37.53415725,127.1384963
강북구,번동,애견미용,동물을 사랑하는 사람들,37.64084733,127.0298697
강북구,번동,동물병원,동물을사랑하는사람들,37.64084733,127.0298697
송파구,마천동,애견미용,동물의왕국 동물병원,37.49834968,127.143427
송파구,마천동,동물병원,동물의왕국동물병원,37.49834968,127.143427
서초구,방배동,동물병원,동물제중원금손이 동물병원,37.48810967,126.993179
강남구,역삼동,동물병원,동물치과병원메이,37.49586211,127.0293369
광진구,광장동,동물병원,동서울동물병원,37.54179865,127.0933069
서초구,방배동,애견미용,두두 DOUX DOUX,37.48468178,126.982593
강동구,명일동,동물병원,두루동물병원,37.54902841,127.1507885
송파구,마천동,동물병원,두리동물병원,37.49952233,127.1502551
관악구,신림동,애견미용,두리디엠 (미스미스터펫),37.48515773,126.9137342
서초구,반포동,동물병원,두리종합동물병원,37.50433978,126.9979621
서대문구,북가좌,동물병원,두리틀동물병원,37.5788371,126.9079172
도봉구,방학동,애견미용,두부네,37.66675368,127.0354452
양천구,목동,동물병원,두암동물병원,37.54687271,126.8684861
동작구,상도동,애견미용,두젠틀,37.50542947,126.9399886
강남구,역삼동,애견미용,두젠틀(DOGENTLE),37.50420083,127.0331845
강동구,성내동,동물병원,둔촌동물병원,37.52990519,127.1337028
은평구,불광동,애견미용,둘레길 동물병원,37.62375605,126.9248081
은평구,불광동,동물병원,둘레길동물병원,37.62375605,126.9248081
도봉구,창동,동물병원,둘리동물병원,37.65007565,127.0330376
양천구,신월동,애견미용,둥가둥가 펫살롱,37.52046595,126.8292758
동대문구,장안동,애견미용,둥글개 둥글개,37.57535523,127.0709781
강남구,삼성동,펫호텔,드도그카페,37.51085187,127.0519183
성북구,삼선동,애견미용,드로잉독,37.58982843,127.0085073
성북구,동소문,동물병원,드림동물병원,37.59183533,127.0108082
강남구,역삼동,애견미용,드림동물병원미용실,37.49709006,127.0393131
광진구,중곡동,애견미용,드림펫,37.56543222,127.0809055
광진구,중곡동,동물병원,드림펫 동물병원,37.56543222,127.0809055
중랑구,상봉동,애견미용,디디그루밍,37.59710331,127.0882913
서초구,방배동,동물병원,디아나동물병원,37.48465663,126.9923573
서초구,방배동,애견미용,디아나동물병원부속반려동물미용실,37.48465663,126.9923573
강남구,개포동,동물병원,디아동물병원,37.48277521,127.0593267
동대문구,청량리,애견미용,디아크 동물병원,37.5859439,127.0406416
동대문구,청량리,동물병원,디아크동물병원,37.5859439,127.0406416
동작구,노량진,동물병원,디아크동물종합병원,37.51170467,126.9361475
은평구,응암동,애견미용,디어도그,37.58685604,126.9171023
광진구,자양동,애견미용,디어독,37.53390793,127.064661
관악구,신림동,애견미용,디어몽 (Dear mong),37.48118448,126.9113167
중구,신당동,펫호텔,디어코코,37.55904088,127.0092936
마포구,노고산,애견미용,디엔씨 동물병원,37.55635009,126.9397556
마포구,노고산,동물병원,디엔씨동물병원,37.55635009,126.9397556
영등포구,당산동,애견미용,디오빌 애견미용,37.53323408,126.899378
강남구,논현동,애견미용,디자인독,37.50816994,127.0280375
중랑구,면목동,애견미용,디자인펫샵,37.5806527,127.0868392
서대문구,창천동,펫카페,디캣,37.55705912,126.9328073
구로구,오류동,애견미용,딜라잇펫,37.49575003,126.8374487
동대문구,답십리,동물병원,땅콩동물병원,37.57258294,127.0623761
성북구,장위동,펫호텔,땡일리 강아지 유치원,37.61873173,127.0421374
양천구,목동,애견미용,땡큐 펫 살롱,37.53607293,126.8651355
노원구,상계동,애견미용,똑똑독,37.66218259,127.0673095
관악구,신림동,애견미용,똘이살롱,37.48109753,126.9242947
노원구,상계동,애견미용,똥강아지,37.66092005,127.0681873
구로구,고척동,애견미용,라떼멍살롱,37.50147088,126.8627164
구로구,구로동,동물병원,라라동물의료원,37.48932324,126.8887827
강남구,역삼동,애견미용,라라캣,37.49560776,127.0310192
강서구,내발산,애견미용,라미살롱,37.55327663,126.8345911
마포구,성산동,동물병원,라온동물병원,37.56599801,126.9079339
송파구,송파동,동물병원,라온펫동물병원,37.50408277,127.1109833
강서구,등촌동,펫호텔,라운지독,37.56166463,126.842119
은평구,역촌동,애견미용,라움,37.60412284,126.9135359
영등포구,신길동,동물병원,라이프 동물병원,37.50492035,126.9052763
성동구,홍익동,동물병원,라임동물병원,37.56553885,127.0274272
서초구,반포동,동물병원,라파엘동물병원,37.50877773,127.0190063
서대문구,연희동,동물병원,라파엘종합동물병원,37.56921211,126.9301627
강남구,대치동,동물병원,래이동물의료센터,37.49271061,127.0548575
강동구,암사동,펫카페,랙돌캐터리,37.55063558,127.122908
송파구,석촌동,애견미용,러버독,37.4998446,127.1009377
서대문구,영천동,애견미용,러브펫,37.57040038,126.9572575
영등포구,영등포,동물병원,러브펫 동물병원,37.51707544,126.9004509
관악구,신림동,애견미용,러브펫애견용품,37.48118376,126.906678
관악구,신림동,동물병원,러브펫종합동물병원,37.48118376,126.906678
중랑구,묵동,애견미용,러블리펫,37.60866176,127.0766395
구로구,구로동,펫택시,런투독(RUN TO DOG),37.48825215,126.8933104
마포구,염리동,애견미용,럽잇(Love it),37.55666723,126.9455847
광진구,중곡동,애견미용,럽퍼피,37.56153684,127.0717089
송파구,장지동,애견미용,럽포포(Love for Paw),37.47651908,127.1388649
중랑구,면목동,동물병원,레미 동물병원,37.58335594,127.0765784
서초구,양재동,동물병원,레스펫동물병원,37.48492953,127.0383796
종로구,명륜*,애견미용,레인독,37.58561871,126.9973774
강동구,길동,애견미용,레인바우(강동점),37.54337135,127.1396331
강서구,마곡동,애견미용,레츠개릿,37.56447374,126.8368907
양천구,신정동,애견미용,로사네 애견미용실,37.51419106,126.8621127
광진구,자양동,동물병원,로얄 도그앤캣 메디컬센터,37.53581425,127.065444
중랑구,중화동,동물병원,로얄동물메디컬센터,37.59543561,127.0771298
강동구,길동,동물병원,로얄동물메디컬센터 강동,37.53415725,127.1384963
마포구,서교동,동물병원,로얄동물메디컬센터w,37.55338018,126.9093465
은평구,구산동,동물병원,로얄동물병원,37.61115237,126.9139135
광진구,자양동,애견미용,로얄에이알씨(주),37.53581425,127.065444
광진구,자양동,동물병원,로엘동물병원,37.5320506,127.0758931
양천구,신월동,애견미용,로우포우신월(rawpaw),37.52945058,126.8283811
강서구,등촌동,동물병원,로운동물의료센터,37.54962467,126.860494
성북구,동소문,동물병원,로이동물병원,37.59535642,127.0128666
구로구,개봉동,애견미용,로이애견,37.49320489,126.850492
관악구,봉천동,동물병원,로잔동물의료센터,37.48640685,126.9535536
노원구,중계동,동물병원,롯데동물병원,37.64202631,127.0612184
강서구,화곡동,애견미용,루나네,37.53372376,126.8482099
노원구,상계동,애견미용,루루펫,37.66096262,127.066933
광진구,구의동,애견미용,루비숑 펫살롱,37.55166575,127.0889876
은평구,대조동,애견미용,루비펫,37.61465662,126.918448
